molecule number	FDA approved name	mz	smiles	mw	alogp	hba	hbd	psa	rotb	arom	alerts	qed
175	roxithromycin	316.2135	CC[C@@H]1[C@@]([C@@H]([C@H](/C(=N/OCOCCOC)/[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O	837.058	2.2096	16	5	216.89	13	0	4	0.07781066
		522.335		837.058	2.2096	16	5	216.89	13	0	4	0.07781066
		540.3575		837.058	2.2096	16	5	216.89	13	0	4	0.07781066
		558.3684		837.058	2.2096	16	5	216.89	13	0	4	0.07781066
		559.371		837.058	2.2096	16	5	216.89	13	0	4	0.07781066
		679.4445		837.058	2.2096	16	5	216.89	13	0	4	0.07781066
		680.447		837.058	2.2096	16	5	216.89	13	0	4	0.07781066
		681.4492		837.058	2.2096	16	5	216.89	13	0	4	0.07781066
		716.4654		837.058	2.2096	16	5	216.89	13	0	4	0.07781066
		837.5415		837.058	2.2096	16	5	216.89	13	0	4	0.07781066
		838.5441		837.058	2.2096	16	5	216.89	13	0	4	0.07781066
		839.5456		837.058	2.2096	16	5	216.89	13	0	4	0.07781066
		35.8		837.058	2.2096	16	5	216.89	13	0	4	0.07781066
