molecule,number,FDA,approved,name,mz,smiles,mw,alogp,hba,hbd,psa,rotb,arom,alerts,qed,pains,fsp3,cacao,half,life,logs,logd,bioconcen,igc50,lc50fm,lc50dm,npscore,chelator,Nr-ar,Nr-ar-lbd,Nr-ahr,Nr-aromatase,Nr-er,Nr-er-lbd,Nr-ppar-gamma,Sr-are,Sr-atad5,Sr-hse,Sr-mmp,Sr-p53
97,entodolac,60.9,CCc2cccc3c1CCOC(CC)(CC(=O)O)c1[nH]c23,287.358999,3.383,3,2,62.32,4,2,0,0.9057842882,,,,0,0.471,-4.73,,,,,,,,,0.438,0,0,0,0.8,0.6,0.2,0,1,0.2,0,0.2,0.2,0.8
,,68.8,,287.358999,3.383,3,2,62.32,4,2,0,0.9057842882,,,,0,0.471,-4.73,,,,,,,,,0.438,0,0,0,0.8,0.6,0.2,0,1,0.2,0,0.2,0.2,0.8
,,71,,287.358999,3.383,3,2,62.32,4,2,0,0.9057842882,,,,0,0.471,-4.73,,,,,,,,,0.438,0,0,0,0.8,0.6,0.2,0,1,0.2,0,0.2,0.2,0.8
,,81.3,,287.358999,3.383,3,2,62.32,4,2,0,0.9057842882,,,,0,0.471,-4.73,,,,,,,,,0.438,0,0,0,0.8,0.6,0.2,0,1,0.2,0,0.2,0.2,0.8
,,82.8,,287.358999,3.383,3,2,62.32,4,2,0,0.9057842882,,,,0,0.471,-4.73,,,,,,,,,0.438,0,0,0,0.8,0.6,0.2,0,1,0.2,0,0.2,0.2,0.8
,,85.3,,287.358999,3.383,3,2,62.32,4,2,0,0.9057842882,,,,0,0.471,-4.73,,,,,,,,,0.438,0,0,0,0.8,0.6,0.2,0,1,0.2,0,0.2,0.2,0.8
,,95.2,,287.358999,3.383,3,2,62.32,4,2,0,0.9057842882,,,,0,0.471,-4.73,,,,,,,,,0.438,0,0,0,0.8,0.6,0.2,0,1,0.2,0,0.2,0.2,0.8
,,98.7,,287.358999,3.383,3,2,62.32,4,2,0,0.9057842882,,,,0,0.471,-4.73,,,,,,,,,0.438,0,0,0,0.8,0.6,0.2,0,1,0.2,0,0.2,0.2,0.8
,,101.2,,287.358999,3.383,3,2,62.32,4,2,0,0.9057842882,,,,0,0.471,-4.73,,,,,,,,,0.438,0,0,0,0.8,0.6,0.2,0,1,0.2,0,0.2,0.2,0.8
,,103.9,,287.358999,3.383,3,2,62.32,4,2,0,0.9057842882,,,,0,0.471,-4.73,,,,,,,,,0.438,0,0,0,0.8,0.6,0.2,0,1,0.2,0,0.2,0.2,0.8
,,105,,287.358999,3.383,3,2,62.32,4,2,0,0.9057842882,,,,0,0.471,-4.73,,,,,,,,,0.438,0,0,0,0.8,0.6,0.2,0,1,0.2,0,0.2,0.2,0.8
,,106.1,,287.358999,3.383,3,2,62.32,4,2,0,0.9057842882,,,,0,0.471,-4.73,,,,,,,,,0.438,0,0,0,0.8,0.6,0.2,0,1,0.2,0,0.2,0.2,0.8
,,107,,287.358999,3.383,3,2,62.32,4,2,0,0.9057842882,,,,0,0.471,-4.73,,,,,,,,,0.438,0,0,0,0.8,0.6,0.2,0,1,0.2,0,0.2,0.2,0.8
,,109.3,,287.358999,3.383,3,2,62.32,4,2,0,0.9057842882,,,,0,0.471,-4.73,,,,,,,,,0.438,0,0,0,0.8,0.6,0.2,0,1,0.2,0,0.2,0.2,0.8
,,112.9,,287.358999,3.383,3,2,62.32,4,2,0,0.9057842882,,,,0,0.471,-4.73,,,,,,,,,0.438,0,0,0,0.8,0.6,0.2,0,1,0.2,0,0.2,0.2,0.8
,,115.4,,287.358999,3.383,3,2,62.32,4,2,0,0.9057842882,,,,0,0.471,-4.73,,,,,,,,,0.438,0,0,0,0.8,0.6,0.2,0,1,0.2,0,0.2,0.2,0.8
,,117.9,,287.358999,3.383,3,2,62.32,4,2,0,0.9057842882,,,,0,0.471,-4.73,,,,,,,,,0.438,0,0,0,0.8,0.6,0.2,0,1,0.2,0,0.2,0.2,0.8
,,119.3,,287.358999,3.383,3,2,62.32,4,2,0,0.9057842882,,,,0,0.471,-4.73,,,,,,,,,0.438,0,0,0,0.8,0.6,0.2,0,1,0.2,0,0.2,0.2,0.8
,,131.6,,287.358999,3.383,3,2,62.32,4,2,0,0.9057842882,,,,0,0.471,-4.73,,,,,,,,,0.438,0,0,0,0.8,0.6,0.2,0,1,0.2,0,0.2,0.2,0.8
,,135,,287.358999,3.383,3,2,62.32,4,2,0,0.9057842882,,,,0,0.471,-4.73,,,,,,,,,0.438,0,0,0,0.8,0.6,0.2,0,1,0.2,0,0.2,0.2,0.8
,,138.2,,287.358999,3.383,3,2,62.32,4,2,0,0.9057842882,,,,0,0.471,-4.73,,,,,,,,,0.438,0,0,0,0.8,0.6,0.2,0,1,0.2,0,0.2,0.2,0.8
,,144,,287.358999,3.383,3,2,62.32,4,2,0,0.9057842882,,,,0,0.471,-4.73,,,,,,,,,0.438,0,0,0,0.8,0.6,0.2,0,1,0.2,0,0.2,0.2,0.8
,,145,,287.358999,3.383,3,2,62.32,4,2,0,0.9057842882,,,,0,0.471,-4.73,,,,,,,,,0.438,0,0,0,0.8,0.6,0.2,0,1,0.2,0,0.2,0.2,0.8
,,148,,287.358999,3.383,3,2,62.32,4,2,0,0.9057842882,,,,0,0.471,-4.73,,,,,,,,,0.438,0,0,0,0.8,0.6,0.2,0,1,0.2,0,0.2,0.2,0.8
,,153.3,,287.358999,3.383,3,2,62.32,4,2,0,0.9057842882,,,,0,0.471,-4.73,,,,,,,,,0.438,0,0,0,0.8,0.6,0.2,0,1,0.2,0,0.2,0.2,0.8
