molecule,number,FDA,approved,name,mz,smiles,mw,alogp,hba,hbd,psa,rotb,arom,alerts,qed,pains,fsp3,cacao,half,life,logs,logd,bioconcen,igc50,lc50fm,lc50dm,npscore,chelator,Nr-ar,Nr-ar-lbd,Nr-ahr,Nr-aromatase,Nr-er,Nr-er-lbd,Nr-ppar-gamma,Sr-are,Sr-atad5,Sr-hse,Sr-mmp,Sr-p53
84,nimesulide,93.0313,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2,308.315,2.7586,5,1,98.54,5,2,2,0.6760870934,,,,0,0.077,-4.512,,,,,,,,,-1.543,0,0.6,0.2,0.2,0,0,0,0,0,0,0,0.8,0
,,154.0658,,308.315,2.7586,5,1,98.54,5,2,2,0.6760870934,,,,0,0.077,-4.512,,,,,,,,,-1.543,0,0.6,0.2,0.2,0,0,0,0,0,0,0,0.8,0
,,156.0821,,308.315,2.7586,5,1,98.54,5,2,2,0.6760870934,,,,0,0.077,-4.512,,,,,,,,,-1.543,0,0.6,0.2,0.2,0,0,0,0,0,0,0,0.8,0
,,182.0598,,308.315,2.7586,5,1,98.54,5,2,2,0.6760870934,,,,0,0.077,-4.512,,,,,,,,,-1.543,0,0.6,0.2,0.2,0,0,0,0,0,0,0,0.8,0
,,183.0673,,308.315,2.7586,5,1,98.54,5,2,2,0.6760870934,,,,0,0.077,-4.512,,,,,,,,,-1.543,0,0.6,0.2,0.2,0,0,0,0,0,0,0,0.8,0
,,184.0769,,308.315,2.7586,5,1,98.54,5,2,2,0.6760870934,,,,0,0.077,-4.512,,,,,,,,,-1.543,0,0.6,0.2,0.2,0,0,0,0,0,0,0,0.8,0
,,200.0699,,308.315,2.7586,5,1,98.54,5,2,2,0.6760870934,,,,0,0.077,-4.512,,,,,,,,,-1.543,0,0.6,0.2,0.2,0,0,0,0,0,0,0,0.8,0
,,213.0635,,308.315,2.7586,5,1,98.54,5,2,2,0.6760870934,,,,0,0.077,-4.512,,,,,,,,,-1.543,0,0.6,0.2,0.2,0,0,0,0,0,0,0,0.8,0
,,214.0714,,308.315,2.7586,5,1,98.54,5,2,2,0.6760870934,,,,0,0.077,-4.512,,,,,,,,,-1.543,0,0.6,0.2,0.2,0,0,0,0,0,0,0,0.8,0
,,230.0679,,308.315,2.7586,5,1,98.54,5,2,2,0.6760870934,,,,0,0.077,-4.512,,,,,,,,,-1.543,0,0.6,0.2,0.2,0,0,0,0,0,0,0,0.8,0
,,246.1469,,308.315,2.7586,5,1,98.54,5,2,2,0.6760870934,,,,0,0.077,-4.512,,,,,,,,,-1.543,0,0.6,0.2,0.2,0,0,0,0,0,0,0,0.8,0
,,262.0598,,308.315,2.7586,5,1,98.54,5,2,2,0.6760870934,,,,0,0.077,-4.512,,,,,,,,,-1.543,0,0.6,0.2,0.2,0,0,0,0,0,0,0,0.8,0
,,263.0607,,308.315,2.7586,5,1,98.54,5,2,2,0.6760870934,,,,0,0.077,-4.512,,,,,,,,,-1.543,0,0.6,0.2,0.2,0,0,0,0,0,0,0,0.8,0
,,292.051,,308.315,2.7586,5,1,98.54,5,2,2,0.6760870934,,,,0,0.077,-4.512,,,,,,,,,-1.543,0,0.6,0.2,0.2,0,0,0,0,0,0,0,0.8,0
,,309.0528,,308.315,2.7586,5,1,98.54,5,2,2,0.6760870934,,,,0,0.077,-4.512,,,,,,,,,-1.543,0,0.6,0.2,0.2,0,0,0,0,0,0,0,0.8,0
,,138.0652,,308.315,2.7586,5,1,98.54,5,2,2,0.6760870934,,,,0,0.077,-4.512,,,,,,,,,-1.543,0,0.6,0.2,0.2,0,0,0,0,0,0,0,0.8,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.543,0,0.6,0.2,0.2,0,0,0,0,0,0,0,0.8,0
